2022 Federal Election Polling Places [Event:27966 Phase:FinalResults Generated:2022-07-19T10:31:27 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
QLD,167,Kennedy,5676,1,Long Pocket,Long Pocket CWA Hall,2346 Ingham-Abergowrie Rd,,,LONG POCKET,QLD,4850,-18.5212,146.003
QLD,167,Kennedy,5863,1,Lower Tully,Lower Tully State School,6 Collins Rd,,,LOWER TULLY,QLD,4854,-17.99526,146.00095
QLD,167,Kennedy,5864,1,Lucinda,Lucinda Coast Guard,19 Patterson Pde,,,LUCINDA,QLD,4850,-18.530103,146.334194
QLD,167,Kennedy,5979,1,Mcdonnell Creek,McDonnell Creek State School,69273 Bruce Hwy,,,FISHERY FALLS,QLD,4871,-17.1972473572005,145.89617209275
QLD,167,Kennedy,5866,1,Macknade,Macknade State School,,79 Farrell Dr,,MACKNADE,QLD,4850,-18.5773,146.251
QLD,167,Kennedy,5867,1,Malanda,Malanda State School,,24 Mary St,,MALANDA,QLD,4885,-17.3491,145.595
QLD,167,Kennedy,5868,1,Mareeba,Mareeba State School Assembly Hall,3/37 Constance St,,,MAREEBA,QLD,4880,-16.9925,145.425
QLD,167,Kennedy,5869,1,Mareeba North,Mareeba Cedric Davies Community Hub,43 Anzac Ave,,,MAREEBA,QLD,4880,-17.00386,145.43998
QLD,167,Kennedy,46685,5,Mareeba PPVC,Mareeba Cedric Davies Community Hub,43 Anzac Ave,,,MAREEBA,QLD,4880,-17.00386,145.43998
QLD,167,Kennedy,5870,1,Mareeba West,Mareeba State High School,17-37 Jasper St,,,MAREEBA,QLD,4880,-16.9962000318935,145.417439988488
QLD,167,Kennedy,5980,1,Mena Creek,Mena Creek State School,10 Mena Creek Rd,,,MENA CREEK,QLD,4871,-17.6548,145.956
QLD,167,Kennedy,5872,1,Millaa Millaa,Millaa Millaa State School,,1 Beech St,,MILLAA MILLAA,QLD,4886,-17.5125,145.611
QLD,167,Kennedy,5982,1,Miriwinni,Mirriwinni State School,3 Whitman St,,,MIRRIWINNI,QLD,4871,-17.4027,145.91
QLD,167,Kennedy,5983,1,Mission Beach,Mission Beach Progress Hall,Mission Beach Caravan Park,53 Porter Prom,,MISSION BEACH,QLD,4852,-17.8648771381257,146.108826336873
QLD,167,Kennedy,5875,1,Mornington Island,Mornington Island PCYC,122 Lardil St,,,GUNUNA,QLD,4892,-16.6657562322507,139.181767793597
QLD,167,Kennedy,5877,1,Mount Garnet,Mount Garnet CWA Hall,16 Garnet St,,,MOUNT GARNET,QLD,4872,-17.677,145.116
QLD,167,Kennedy,5878,1,Mount Isa,Central State School Library,Mount Isa Central State School,49 Miles St,,MOUNT ISA CITY,QLD,4825,-20.722741905449,139.491617818189
QLD,167,Kennedy,82900,5,Mt Isa PPVC,Early Voting,Shop 1,80-84 Camooweal St,,MOUNT ISA CITY,QLD,4825,-20.726946,139.493115
QLD,167,Kennedy,5986,1,Mourilyan,Mourilyan State School Library,34 Mourilyan Harbour Rd,,,MOURILYAN,QLD,4858,-17.5851,146.044
QLD,167,Kennedy,5882,1,Murray Upper,Murray Upper State School,1 Middle Murray Rd,,,MURRAY UPPER,QLD,4854,-18.0905089015466,145.850331086693
QLD,167,Kennedy,5883,1,Mutchilba,Mutchilba State School,33 Masterson St,,,MUTCHILBA,QLD,4872,-17.1378,145.207
QLD,167,Kennedy,5885,1,Normanton,Normanton Shire Hall,99 Landsborough St,,,NORMANTON,QLD,4890,-17.6697292,141.0795743
QLD,167,Kennedy,46694,5,Normanton PPVC,Normanton Shire Hall,99 Landsborough St,,,NORMANTON,QLD,4890,-17.6697292,141.0795743
QLD,167,Kennedy,5887,1,Pentland,Pentland State School,18 Mill St,,,PENTLAND,QLD,4816,-20.5227657901796,145.397717840737
QLD,167,Kennedy,5889,1,Queenton,Charters Towers Choristers Hall,35 York St,,,QUEENTON,QLD,4820,-20.0815,146.269
QLD,167,Kennedy,5890,1,Ravenshoe,Ravenshoe State School,Moore St,,,RAVENSHOE,QLD,4888,-17.6103,145.489
QLD,167,Kennedy,46743,3,Remote Mobile Team 1,Multiple sites,,,,,QLD,,,
QLD,167,Kennedy,5892,1,Richmond,Richmond Shire Hall,50 Goldring St,,,RICHMOND,QLD,4822,-20.729342,143.141244
QLD,167,Kennedy,5893,1,Richmond Hill,Richmond Hill State School,36-42 Baker St,,,RICHMOND HILL,QLD,4820,-20.0618158579179,146.264110479806
QLD,167,Kennedy,5690,1,Rollingstone,Rollingstone State School,3 Tealby St,,,ROLLINGSTONE,QLD,4816,-19.0439176187577,146.392646573013
QLD,167,Kennedy,5996,1,Silkwood,Silkwood State School,318 Silkwood Japoon Rd,,,SILKWOOD,QLD,4856,-17.7360865293076,146.001367314122
QLD,167,Kennedy,5894,1,Soldiers Hill,Barkly Highway State School,3-17 Bougainville St,,,SOLDIERS HILL,QLD,4825,-20.7088730952601,139.489826649035
QLD,167,Kennedy,5998,1,South Johnstone,South Johnstone State School,2 East Esp,,,SOUTH JOHNSTONE,QLD,4859,-17.5967649779411,145.998861055145
QLD,167,Kennedy,5895,1,South Mission Beach,South Mission Beach Community Hall,South Mission Beach Rd,,,SOUTH MISSION BEACH,QLD,4852,-17.9258,146.087
QLD,167,Kennedy,5896,1,Sunset,Sunset State School,30 Abel Smith Pde,,,SUNSET,QLD,4825,-20.7084446260404,139.507423127597
QLD,167,Kennedy,5899,1,Tolga,Tolga State School,35-55 Main St,,,TOLGA,QLD,4882,-17.2233130379246,145.476537467697
QLD,167,Kennedy,5695,1,Toobanna,Toobanna State School,49049 Bruce Hwy,,,TOOBANNA,QLD,4850,-18.7115598381082,146.147598947224
QLD,167,Kennedy,5699,1,Trebonne,Trebonne State School,11 Stone River Rd,,,TREBONNE,QLD,4850,-18.6272854423746,146.078003598829
QLD,167,Kennedy,5901,1,Tully,Tully CWA,5-7 Plumb St,,,TULLY,QLD,4854,-17.93428875,145.92182426
QLD,167,Kennedy,5902,1,Tully North,Tully State High School,59337 Bruce Hwy,,,TULLY,QLD,4854,-17.9410577159173,145.92955334295
QLD,167,Kennedy,46689,5,Tully PPVC,Tully CWA,5-7 Plumb St,,,TULLY,QLD,4854,-17.93428875,145.92182426
QLD,167,Kennedy,5701,1,Victoria Estate,Victoria Plantation State School,244 Ingham Forrest Beach Rd,,,VICTORIA PLANTATION,QLD,4850,-18.6475100314997,146.201925518495
QLD,167,Kennedy,5905,1,Walkamin,Walkamin State School,40 Wattle St,,,WALKAMIN,QLD,4872,-17.1282,145.427
QLD,167,Kennedy,5704,1,Woodstock,Woodstock State School,54 Woodstock Ave,,,WOODSTOCK,QLD,4816,-19.5974842462013,146.834067255056
QLD,167,Kennedy,65831,1,Wulguru (Kennedy),Wulguru State School,2 Haldane St,,,WULGURU,QLD,4811,-19.3245,146.813
QLD,167,Kennedy,6011,1,Yarrabah,Yarrabah State School,Gribble St,,,YARRABAH,QLD,4871,-16.9063,145.867
QLD,167,Kennedy,5908,1,Yungaburra,Yungaburra State School,2-4 Maple St,,,YUNGABURRA,QLD,4884,-17.2746037060411,145.586785966725
QLD,168,Leichhardt,5927,1,Bamaga,Northern Peninsula Area State College,Bamaga Junior Campus,Anu St,,BAMAGA,QLD,4876,-10.895791,142.386302
QLD,168,Leichhardt,46433,1,Bayview Heights,St Mary's Catholic College,53-63 Anderson Rd,,,WOREE,QLD,4868,-16.96880437425,145.74091358011
QLD,168,Leichhardt,94698,1,Bentley Park (Leichhardt),Bentley Park College,McLaughlin Rd,,,Bentley Park,QLD,4869,-17.0095166,145.7396451
QLD,168,Leichhardt,5931,1,Bloomfield,Wujal Wujal CDP Centre,1 Hartwig St,,,WUJAL WUJAL,QLD,4895,-15.945,145.319
QLD,168,Leichhardt,33296,1,Brinsmead,Brinsmead Community Hall,85 Loridan Dr,,,BRINSMEAD,QLD,4870,-16.898113,145.714263
QLD,168,Leichhardt,65163,5,Cairns CBD LEICHHARDT PPVC,Commonwealth Centre,Ground Floor,104 Grafton St,,CAIRNS CITY,QLD,4870,-16.9220608,145.7748185
QLD,168,Leichhardt,5934,1,Cairns City,Cairns State High School,"Creswell Hall, Grafton St",,,CAIRNS NORTH,QLD,4870,-16.914771,145.767108
QLD,168,Leichhardt,32675,5,Cairns LEICHHARDT PPVC,Cairns DFO,Westcourt Plaza,274-302 Mulgrave Rd,,WESTCOURT,QLD,4870,-16.9331016,145.7528481
QLD,168,Leichhardt,97442,5,Cairns South LEICHHARDT PPVC,Mount Sheridan Plaza,106-132 Barnard Dr,,,MOUNT SHERIDAN,QLD,4868,-16.990045,145.740472
QLD,168,Leichhardt,5938,1,Cairns West,Cairns West State School,163 Hoare St,,,MANUNDA,QLD,4870,-16.9240824940241,145.743134713374
QLD,168,Leichhardt,5939,1,Caravonica,Caravonica State School,Lot 3 Kamerunga Rd,,,CARAVONICA,QLD,4878,-16.8514,145.694
QLD,168,Leichhardt,5940,1,Clifton Beach,Clifton Beach Tennis Clubhouse,13-23 Clifton Rd,,,CLIFTON BEACH,QLD,4879,-16.7693395879695,145.675910229321
QLD,168,Leichhardt,5942,1,Coen,JS Love Building,56 Taylor St,,,COEN,QLD,4892,-13.94474023,143.20345517
QLD,168,Leichhardt,5943,1,Cooktown,Gungarde Community Centre Aboriginal Corporation,Gungarde,92 Charlotte St,,COOKTOWN,QLD,4895,-15.47041955,145.24898693
QLD,168,Leichhardt,46648,5,Cooktown PPVC,Gungarde Community Centre Aboriginal Corporation,Gungarde,92 Charlotte St,,COOKTOWN,QLD,4895,-15.47041955,145.24898693
QLD,168,Leichhardt,5945,1,Daintree,Daintree State School,4-8 Dagmar St,,,DAINTREE,QLD,4873,-16.2497,145.32
QLD,168,Leichhardt,11640,1,Diwan,Alexandra Bay State School,1630 Cape Tribulation Rd,,,DIWAN,QLD,4873,-16.202,145.412
QLD,168,Leichhardt,5948,1,Earlville,Our Lady Help Of Christians School,18 Balaclava Rd,,,EARLVILLE,QLD,4870,-16.942285223756,145.737123872367
QLD,168,Leichhardt,108515,5,EAV COVID19 Leichhardt PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
QLD,168,Leichhardt,65520,5,EAV Leichhardt PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
QLD,168,Leichhardt,5951,1,Edge Hill,Edge Hill State School,254 Pease St,,,EDGE HILL,QLD,4870,-16.9064,145.743
QLD,168,Leichhardt,5957,1,Freshwater,Freshwater State School,Freshwater Pre School,10 Corkill St,,FRESHWATER,QLD,4870,-16.8807753215793,145.713690038515
QLD,168,Leichhardt,5965,1,Holloways Beach,Holloways Beach Community Hall,65-73 Oleander St,,,HOLLOWAYS BEACH,QLD,4878,-16.84299,145.73855
QLD,168,Leichhardt,5966,1,Hope Vale,Hope Vale Business Precinct,1 Muni St,,,HOPE VALE,QLD,4895,-15.294098,145.109555
QLD,168,Leichhardt,5967,1,Horn Island,Ngurapai Sports Complex,43 Nawie St,,,HORN ISLAND,QLD,4875,-10.5935391993961,142.250216384883
QLD,168,Leichhardt,83243,1,Kamerunga,St John the Baptist Greek Orthodox Parish,450-462 Kamerunga Rd,,,KAMERUNGA,QLD,4870,-16.8836548502033,145.693781139545
QLD,168,Leichhardt,74453,1,Kewarra Beach,Generations Church Beaches,1-3 Moore Rd,,,KEWARRA BEACH,QLD,4879,-16.79585226,145.68119317
QLD,168,Leichhardt,5971,1,Kowanyama,Kowanyama Multi Purpose Centre,Kowanyama St,,,KOWANYAMA,QLD,4892,-15.274959,141.817936
QLD,168,Leichhardt,5973,1,Kuranda,Kuranda CWA Hall,20 Thongon St,,,KURANDA,QLD,4881,-16.8207029856558,145.636661457884
QLD,168,Leichhardt,5976,1,Lockhart River,Lockhart State School,1 Pucheewoo St,,,LOCKHART RIVER,QLD,4892,-12.785404,143.344435
QLD,168,Leichhardt,5978,1,Machans Beach,Machans Beach State School,61 Machan St,,,MACHANS BEACH,QLD,4878,-16.8537,145.745
QLD,168,Leichhardt,5937,1,Manunda,Trinity Bay State High School,26-62 Hoare St,,,MANUNDA,QLD,4870,-16.9215021546194,145.75188745302
QLD,168,Leichhardt,5981,1,Miallo,Miallo State School,Miallo Rd,,,MIALLO,QLD,4873,-16.3811,145.375
QLD,168,Leichhardt,5926,1,Mooroobool,Balaclava State School,388-418 Mulgrave Rd,,,MOOROOBOOL,QLD,4870,-16.9377964742916,145.745264462197
QLD,168,Leichhardt,5985,1,Mossman,Mossman State School,Pre-School,30-34 Front St,,MOSSMAN,QLD,4873,-16.462,145.374
QLD,168,Leichhardt,83437,5,Northern Beaches PPVC,Tjapukai Aboriginal Cultural Park,Tjapukai,4 Skyrail Dr,,SMITHFIELD,QLD,4878,-16.848909,145.694871
QLD,168,Leichhardt,83240,1,Palm Cove,Palm Cove Surf Club,135 Williams Esp,,,PALM COVE,QLD,4879,-16.7424699673431,145.670264761704
QLD,168,Leichhardt,5991,1,Parramatta Park,Parramatta State School,128-134 Mulgrave Rd,,,PARRAMATTA PARK,QLD,4870,-16.9247238054148,145.762767732091
QLD,168,Leichhardt,5953,1,Pormpuraaw,Pormpuraaw Justice Centre,Pormpuraaw St,,,PORMPURAAW,QLD,4892,-14.895333,141.626235
QLD,168,Leichhardt,5992,1,Port Douglas,Port Douglas Community Hall,13-29 Mowbray St,,,PORT DOUGLAS,QLD,4877,-16.4855,145.463
QLD,168,Leichhardt,32676,5,Port Douglas PPVC,Port Douglas Community Centre,13-29 Mowbray St,,,PORT DOUGLAS,QLD,4877,-16.4855747,145.4633605
QLD,168,Leichhardt,5993,1,Redlynch,Redlynch State College,Jungarra Rd,,,REDLYNCH,QLD,4870,-16.9093,145.695
QLD,168,Leichhardt,32469,3,Remote Mobile Team 1,Multiple sites,,,,,QLD,4875,,
QLD,168,Leichhardt,32470,3,Remote Mobile Team 2,Multiple sites,,,,,QLD,4875,,
QLD,168,Leichhardt,32471,3,Remote Mobile Team 3,Multiple sites,,,,,QLD,,,
QLD,168,Leichhardt,65689,3,Remote Mobile Team 4,Multiple sites,,,,,QLD,,,
QLD,168,Leichhardt,66050,3,Remote Mobile Team 5,Multiple sites,,,,,QLD,,,
QLD,168,Leichhardt,46395,1,Smithfield,James Cook University,McGregor Rd,,,SMITHFIELD,QLD,4878,-16.818249,145.687926
QLD,168,Leichhardt,6001,1,Stratford,Stratford Community Hall,15 Kamerunga Rd,,,STRATFORD,QLD,4870,-16.875945,145.732395
QLD,168,Leichhardt,6002,1,Tamwoy,Tamwoy Community Hall,2-4 Olandi St,,,THURSDAY ISLAND,QLD,4875,-10.579249,142.210934
QLD,168,Leichhardt,6003,1,Thursday Island,Port Kennedy Hall,64-66 Douglas St,,,THURSDAY ISLAND,QLD,4875,-10.5834854676451,142.22017003654
QLD,168,Leichhardt,46646,5,Thursday Island PPVC,Thursday Island Boat Club,91 Victoria Parade,,,THURSDAY ISLAND,QLD,4875,-10.5857741,142.2153594
QLD,168,Leichhardt,6005,1,Trinity Beach,Trinity Beach State School,Wewak St,,,TRINITY BEACH,QLD,4879,-16.7952,145.691
QLD,168,Leichhardt,83241,1,Trinity Park,Holy Cross Catholic School,Reed Rd,,,TRINITY PARK,QLD,4879,-16.810536,145.695147
QLD,168,Leichhardt,6007,1,Weipa,Western Cape Centre Weipa,1 Central Ave,,,ROCKY POINT,QLD,4874,-12.62307155,141.88023091
QLD,168,Leichhardt,46649,5,Weipa PPVC,Western Cape Centre Weipa,1 Central Ave,,,ROCKY POINT,QLD,4874,-12.62307155,141.88023091
QLD,168,Leichhardt,6009,1,White Rock,White Rock State School,114-126 Progress Rd,,,WHITE ROCK,QLD,4868,-16.9867227746935,145.745030138486
QLD,168,Leichhardt,5955,1,Whitfield,Whitfield State School,42-74 McManus St,,,WHITFIELD,QLD,4870,-16.9112,145.73
QLD,168,Leichhardt,5994,1,Wonga Beach,Wonga Beach State School,48-74 Snapper Island Dr,,,WONGA BEACH,QLD,4873,-16.341409735959,145.412580527513
QLD,168,Leichhardt,5929,1,Woree,Woree State High School,42-80 Windarra St,,,WOREE,QLD,4868,-16.9618341742629,145.741941460576
QLD,168,Leichhardt,6013,1,Yorkeys Knob,Yorkeys Knob State School,26-38 Clinton St,,,YORKEYS KNOB,QLD,4878,-16.813895,145.724644
QLD,169,Lilley,6397,1,Aspley (Lilley),Aspley Special School,751 Zillmere Rd,,,ASPLEY,QLD,4034,-27.35661,153.02133
QLD,169,Lilley,40374,1,Aspley East (Lilley),Aspley East State School,31 Helena St,,,ASPLEY,QLD,4034,-27.3620442,153.0237704
QLD,169,Lilley,6400,1,Aspley West (Lilley),Aspley State School,cnr Maundrell Tce & Horn Rd,,,ASPLEY,QLD,4034,-27.3691,153.014
QLD,169,Lilley,6019,1,Banyo East,Earnshaw State College,Earnshaw State College,438 Earnshaw Rd,,BANYO,QLD,4014,-27.37753424,153.08265228
QLD,169,Lilley,6020,1,Boondall,St Flannan's Catholic Primary School,St Flannans School,420 Beams Rd,,ZILLMERE,QLD,4034,-27.35031022,153.03557561
QLD,169,Lilley,58692,5,Boondall LILLEY PPVC,Church of Christ Hall Boondall,Corner Carlyle Road,Queenstown Ave,,BOONDALL,QLD,4034,-27.3437627444584,153.062131950038
QLD,169,Lilley,6026,1,Brighton,Brighton State School,2 North Rd,,,BRIGHTON,QLD,4017,-27.2941,153.052
QLD,169,Lilley,6027,1,Brighton South,Nashville State School,cnr Baskerville & Douglas St,,,BRIGHTON,QLD,4017,-27.307868666183,153.050028691958
QLD,169,Lilley,58691,5,Brisbane Central LILLEY PPVC,Brisbane City Hall,King George Square,(Enter via Ann St),,BRISBANE CITY,QLD,4000,-27.4689546147948,153.02350816449
QLD,169,Lilley,65728,5,Brisbane LILLEY PPVC,St James College,60 Gloucester St,,,SPRING HILL,QLD,4000,-27.46028465,153.02977543
QLD,169,Lilley,14225,1,Brisbane North (Lilley),Brisbane City Hall,King George Square,,,BRISBANE CITY,QLD,4000,-27.46895461,153.02350816
QLD,169,Lilley,83423,5,Bunya LILLEY PPVC,Kakowan Community Facility,2 Pine Hills Dr,,,BUNYA,QLD,4055,-27.37982,152.94803
QLD,169,Lilley,6403,1,Chermside East,Centrepoint Church,240 Hamilton Rd,,,CHERMSIDE,QLD,4032,-27.3881,153.043
QLD,169,Lilley,58700,5,Chermside LILLEY PPVC,Chermside Kedron Community Church,cnr Rode Rd & Gympie Rd,,,CHERMSIDE,QLD,4032,-27.393389,153.031042
QLD,169,Lilley,83412,1,Chermside North,All Saints Anglican Church,501 Hamilton Rd,,,CHERMSIDE,QLD,4032,-27.3851594,153.0278883
QLD,169,Lilley,83413,1,Chermside South,Burnie Brae Centre,60 Kuran St,,,CHERMSIDE,QLD,4032,-27.3894871752852,153.034654733317
QLD,169,Lilley,6406,1,Chermside West,Craigslea State High School,685 Hamilton Rd,,,CHERMSIDE WEST,QLD,4032,-27.3819806033475,153.015942236263
QLD,169,Lilley,6031,1,Deagon,Sandgate State High School,41 Braun St,,,DEAGON,QLD,4017,-27.3301766068726,153.055131938605
QLD,169,Lilley,108494,5,EAV COVID19 Lilley PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
QLD,169,Lilley,65599,5,EAV Lilley PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
QLD,169,Lilley,32561,1,Everton Park North,Everton Park State School,1 Deakin St,,,EVERTON PARK,QLD,4053,-27.3984,152.986
QLD,169,Lilley,6410,1,Geebung,Geebung State School,250 Newman Rd,,,GEEBUNG,QLD,4034,-27.3745867462588,153.045521964034
QLD,169,Lilley,55895,1,Kalinga (Lilley),St Anne's Catholic Church Hall,127 Nelson St,,,KALINGA,QLD,4030,-27.4086115264029,153.044276089877
QLD,169,Lilley,6038,1,Kedron,Kedron State School,Leckie Rd,,,KEDRON,QLD,4031,-27.4061602454492,153.034973841181
QLD,169,Lilley,5185,1,Kedron Heights,Little Flower Church Hall,66 Turner Rd,,,KEDRON,QLD,4031,-27.4083230044418,153.024769062
QLD,169,Lilley,5187,1,McDowall (Lilley),McDowall State School,1018 Rode Rd,,,MCDOWALL,QLD,4053,-27.3888,152.989
QLD,169,Lilley,83410,1,McDowall South,Prince of Peace Lutheran Church,Prince of Peace Lutheran Church,20 Rogers Pde W,,EVERTON PARK,QLD,4053,-27.3913466,152.97735436
QLD,169,Lilley,6042,1,Northgate,Uniting Church Hall Geebung,59 Simla Ave,,,GEEBUNG,QLD,4034,-27.37261362,153.042621
QLD,169,Lilley,83427,5,Northgate PPVC,Geebung Uniting Church Hall,59 Simla Ave,,,GEEBUNG,QLD,4034,-27.37261362,153.042621
QLD,169,Lilley,6043,1,Nudgee,Nudgee School of Arts,61 Hayden St,,,NUDGEE,QLD,4014,-27.3649527001586,153.085070521026
QLD,169,Lilley,83409,1,Nudgee West,PCYC Zillmere,340 Zillmere Rd,,,ZILLMERE,QLD,4034,-27.3625954559896,153.04378770573
QLD,169,Lilley,6045,1,Nundah,Nundah State School,41 Bage St,,,NUNDAH,QLD,4012,-27.402585,153.0583584
QLD,169,Lilley,83408,1,Nundah East,Northgate State School,128 Amelia St,,,NUNDAH,QLD,4012,-27.3981,153.071
QLD,169,Lilley,6046,1,Nundah North,St Francis Anglican Church Undercroft,62 Cavendish St,access via Cameron St,,NUNDAH,QLD,4012,-27.3944288979889,153.061175679859
QLD,169,Lilley,6049,1,Sandgate,Sandgate State School,54 Rainbow St,,,SANDGATE,QLD,4017,-27.3200229379215,153.066366798687
QLD,169,Lilley,6051,1,Shorncliffe,Shorncliffe State School,29 Yundah St,,,SHORNCLIFFE,QLD,4017,-27.3239,153.081
QLD,169,Lilley,6419,1,Somerset Hills,Somerset Hills State School,233 Kitchener Rd,,,STAFFORD HEIGHTS,QLD,4053,-27.3964946037444,153.018752804134
QLD,169,Lilley,108436,2,Special Hospital Team 1,Multiple sites,,,,,QLD,,,
QLD,169,Lilley,5196,1,Stafford (Lilley),Wilston Scout Group,80 Sellheim St,,,GRANGE,QLD,4051,-27.42502,153.01824
QLD,169,Lilley,5197,1,Stafford Central,Queen of Apostles School,10 Thuruna St,,,STAFFORD,QLD,4053,-27.4049,153.008
QLD,169,Lilley,32584,1,Stafford Heights,Stafford Heights State School,95 Redwood St,,,STAFFORD HEIGHTS,QLD,4053,-27.400973142295,153.003952745153
QLD,169,Lilley,32531,1,Stafford West (Lilley),The Community Place Stafford,33 Teevan St,,,STAFFORD,QLD,4053,-27.40749256,153.00677875
QLD,169,Lilley,6058,1,Taigum (Lilley),Taigum State School,266 Handford Rd,,,TAIGUM,QLD,4018,-27.3478978752702,153.037784578222
QLD,169,Lilley,6052,1,Virginia,Virginia State School,1678 Sandgate Rd,,,VIRGINIA,QLD,4014,-27.3833,153.061
QLD,169,Lilley,6422,1,Wavell Heights,Chermside Kedron Community Church,cnr Gympie Rd & Rode Rd,,,CHERMSIDE,QLD,4032,-27.3932461,153.0307952
QLD,169,Lilley,6424,1,Zillmere,St Matthias Anglican Church,74 Murphy Rd,,,ZILLMERE,QLD,4034,-27.36524221,153.03746486
QLD,169,Lilley,34192,1,Zillmere North,Zillmere Community Centre,54 Handford Rd,,,ZILLMERE,QLD,4034,-27.357599,153.038255
QLD,302,Longman,12009,1,Banksia Beach,Banksia Beach State School,133 Sunderland Dr,,,BANKSIA BEACH,QLD,4507,-27.04602,153.14825
QLD,302,Longman,5456,1,Beachmere,Beachmere Community Hall,5 Progress Ave,,,BEACHMERE,QLD,4510,-27.12982,153.05096
QLD,302,Longman,5459,1,Bellara,Volunteer Marine Rescue Bribie Island,4 Marine Pde,,,BELLARA,QLD,4507,-27.0629647037307,153.144333272802
QLD,302,Longman,5462,1,Bongaree,Bribie Island Recreation Hall,156 First Ave,,,BONGAREE,QLD,4507,-27.08111,153.17583
QLD,302,Longman,32666,5,Bribie Island PPVC,Bribie Island Orchid Society,Bribie Island Recreational Grounds,156a-206 First Ave,,BONGAREE,QLD,4507,-27.0796484,153.1776984
QLD,302,Longman,5464,1,Burpengary,Burpengary Community Hall,101 Station Rd,,,BURPENGARY,QLD,4505,-27.15533,152.96658
QLD,302,Longman,55956,1,Burpengary East (Longman),Burpengary East Community & Cultural Complex,cnr Maitland St & Old Bay Rd,,,BURPENGARY EAST,QLD,4505,-27.1579,152.99
QLD,302,Longman,47745,1,Burpengary Meadows,Burpengary Meadows State School,153-187 Rowley Rd,,,BURPENGARY,QLD,4505,-27.16015,152.93881
QLD,302,Longman,65878,5,Burpengary PPVC,Tower Shopping Centre,3/179 Station Rd,,,BURPENGARY,QLD,4505,-27.1550547818902,152.974728139878
QLD,302,Longman,32060,1,Burpengary South,Burpengary State Secondary College,Pitt Rd,,,BURPENGARY,QLD,4505,-27.17103,152.97787
QLD,302,Longman,32503,1,Burpengary West,Burpengary State School,35 Station Rd,,,BURPENGARY,QLD,4505,-27.15804,152.9593
QLD,302,Longman,5465,1,Caboolture,Caboolture Memorial Hall,61-65 King St,,,CABOOLTURE,QLD,4510,-27.0845345,152.9503255
QLD,302,Longman,5466,1,Caboolture East,Caboolture State High School,1-61 Lee St,,,CABOOLTURE,QLD,4510,-27.08408,152.96123
QLD,302,Longman,83278,1,Caboolture North,Pumicestone State School,75 Cottrill Rd,,,CABOOLTURE,QLD,4510,-27.05764,152.95739
QLD,302,Longman,34119,5,Caboolture PPVC,East Caboolture Shopping Centre,9/22-28 Rowe St,,,CABOOLTURE,QLD,4510,-27.07872595,152.95440191
QLD,302,Longman,58896,1,Caboolture South,Bellmere State School,176 Dobson Lane,,,BELLMERE,QLD,4510,-27.09392229,152.915632
QLD,302,Longman,5467,1,Caboolture West,Tullawong State School,60-94 Smiths Rd,,,CABOOLTURE,QLD,4510,-27.07015,152.93254
QLD,302,Longman,31576,1,Dakabin,Dakabin State High School,255-269 Marsden Rd,,,DAKABIN,QLD,4503,-27.23114,152.97951
QLD,302,Longman,5478,1,Donnybrook,Donnybrook Community Hall,26 Edith St,,,DONNYBROOK,QLD,4510,-27.00395,153.0687
QLD,302,Longman,108519,5,EAV COVID19 Longman PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
QLD,302,Longman,65529,5,EAV Longman PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
QLD,302,Longman,5479,1,Elimbah,Elimbah State School,10-20 School Rd,,,ELIMBAH,QLD,4516,-27.01264,152.94229
QLD,302,Longman,55950,1,Kallangur (Longman),Kallangur State School,139 School Rd,,,KALLANGUR,QLD,4503,-27.24887,152.99106
QLD,302,Longman,83367,5,Kallangur LONGMAN PPVC,1425 Anzac Ave,,,,KALLANGUR,QLD,4503,-27.25059384,152.99501636
QLD,302,Longman,55951,1,Kallangur West (Longman),Kruger Hall,25 Ann St,,,KALLANGUR,QLD,4503,-27.24616,152.9905
QLD,302,Longman,31486,1,Morayfield,Morayfield State High School,70-100 Visentin Rd,,,MORAYFIELD,QLD,4506,-27.10909,152.95397
QLD,302,Longman,11997,1,Morayfield East,Morayfield East State School,107 Graham Rd,,,MORAYFIELD,QLD,4506,-27.11659,152.9668
QLD,302,Longman,83254,5,Morayfield PPVC,Morayfield Central,22b/70-86 Michael Ave,,,MORAYFIELD,QLD,4506,-27.10069,152.94614
